id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2003,Female,Loyal Customer,60,Business travel,Business,2929,4,5,4,3,3,3,2,2,3,3,3,3,4,3,4,5.0,satisfied
2004,Female,Loyal Customer,35,Business travel,Business,2827,3,2,5,4,4,5,4,5,4,3,3,1,5,1,0,,satisfied
2005,Female,Loyal Customer,28,Personal Travel,Eco,2645,3,4,4,2,4,3,4,5,4,2,2,2,4,5,3,0.0,satisfied
2006,Male,Loyal Customer,71,Personal Travel,Business,1898,2,2,4,5,4,4,3,5,3,5,4,3,3,4,1,1.0,satisfied
2007,Female,Loyal Customer,35,Business travel,Eco,1967,2,2,2,4,4,2,3,4,5,3,3,3,3,2,81,80.0,neutral or dissatisfied
2008,Male,Loyal Customer,54,Business travel,Eco,3863,5,3,2,5,3,4,2,3,1,5,5,3,2,3,18,17.0,satisfied
2009,Male,Loyal Customer,11,Personal Travel,Eco,139,3,4,4,3,3,5,2,3,5,4,4,2,2,2,7,1.0,neutral or dissatisfied
2010,Male,Loyal Customer,41,Personal Travel,Business,624,2,3,4,4,1,3,3,5,5,2,3,3,3,4,1,3.0,satisfied
2011,Male,Loyal Customer,77,Business travel,Business,3144,3,3,3,3,3,4,4,4,2,4,3,3,3,2,8,8.0,satisfied
2012,Male,Loyal Customer,52,Personal Travel,Business,1310,3,4,3,4,3,2,5,2,3,3,2,1,3,4,9,13.0,neutral or dissatisfied
2013,Female,Loyal Customer,41,Business travel,Eco,638,4,2,3,3,4,3,3,2,2,3,1,4,1,2,71,75.0,neutral or dissatisfied
2014,Female,Loyal Customer,51,Business travel,Eco,1592,2,4,3,5,1,1,3,4,2,5,4,4,1,4,8,8.0,neutral or dissatisfied
2015,Female,Loyal Customer,19,Business travel,Eco,749,3,2,3,3,1,4,0,5,4,2,2,4,3,2,1,16.0,neutral or dissatisfied
2016,Female,Loyal Customer,16,Business travel,Eco,337,2,3,5,2,1,2,3,3,3,3,4,1,1,3,72,70.0,neutral or dissatisfied
2017,Male,disloyal Customer,72,Personal Travel,Business,1150,5,4,2,5,3,4,4,5,1,5,2,4,4,5,55,50.0,neutral or dissatisfied
2018,Female,disloyal Customer,76,Business travel,Business,1130,4,2,1,3,2,4,2,1,4,3,3,3,5,4,12,15.0,neutral or dissatisfied
2019,Male,Loyal Customer,78,Personal Travel,Eco,4118,4,2,2,2,3,3,3,1,3,3,3,5,2,3,5,7.0,neutral or dissatisfied
2020,Female,Loyal Customer,31,Business travel,Eco,4102,4,4,4,2,3,4,3,2,2,2,3,3,3,3,11,20.0,satisfied
2021,Male,Loyal Customer,50,Personal Travel,Business,224,3,3,4,2,2,5,1,1,5,3,1,4,4,3,9,8.0,neutral or dissatisfied
2022,Male,Loyal Customer,66,Personal Travel,Business,2714,5,2,2,1,5,3,4,3,4,3,4,2,3,4,1,0.0,satisfied
2023,Female,Loyal Customer,53,Business travel,Business,2649,3,3,3,3,3,5,3,5,3,2,3,3,2,3,12,7.0,satisfied
2024,Male,disloyal Customer,46,Business travel,Business,880,5,2,4,3,5,3,4,1,4,3,2,5,3,4,12,17.0,satisfied
2025,Male,Loyal Customer,13,Business travel,Eco,1565,3,2,3,3,3,0,3,4,4,3,4,1,3,4,5,7.0,neutral or dissatisfied
2026,Female,disloyal Customer,52,Personal Travel,Eco,3828,4,0,2,0,5,3,2,1,3,2,4,3,4,3,4,13.0,satisfied
2027,Male,Loyal Customer,29,Personal Travel,Eco,2509,3,3,2,1,4,2,3,2,1,3,3,4,2,2,8,14.0,neutral or dissatisfied
2028,Female,Loyal Customer,52,Business travel,Eco,2903,3,3,4,4,1,3,2,3,2,4,3,2,4,2,1,0.0,neutral or dissatisfied
2029,Female,Loyal Customer,19,Personal Travel,Eco,752,1,4,2,3,2,1,3,3,1,3,3,2,4,3,1,1.0,neutral or dissatisfied
2030,Female,Loyal Customer,27,Business travel,Eco,4054,2,4,3,1,2,3,2,4,3,5,2,4,2,4,16,9.0,satisfied
2031,Male,Loyal Customer,7,Business travel,Business,3569,5,3,2,3,1,3,5,3,1,4,3,4,4,3,2,0.0,satisfied
2032,Male,Loyal Customer,25,Personal Travel,Eco,4502,1,3,3,3,4,2,4,4,3,1,1,5,1,3,3,0.0,satisfied
2033,Male,Loyal Customer,66,Business travel,Business,1494,4,3,5,4,4,5,3,5,4,2,4,3,2,3,5,0.0,satisfied
2034,Female,disloyal Customer,39,Personal Travel,Business,3448,5,2,5,2,5,1,4,3,3,1,2,4,2,4,15,31.0,neutral or dissatisfied
2035,Male,Loyal Customer,10,Business travel,Business,4805,4,1,4,4,2,4,3,5,2,3,1,2,5,3,10,7.0,satisfied
2036,Female,disloyal Customer,9,Business travel,Eco,3974,5,2,5,3,2,3,3,2,3,4,2,4,3,3,7,,satisfied
2037,Female,disloyal Customer,58,Business travel,Business,3926,4,3,4,3,2,4,2,2,3,4,3,2,3,3,49,57.0,neutral or dissatisfied
2038,Male,Loyal Customer,34,Business travel,Business,2108,3,4,5,4,5,5,4,2,4,3,3,4,4,1,7,9.0,satisfied
2039,Female,Loyal Customer,76,Personal Travel,Business,1274,4,5,4,2,5,4,3,5,3,5,3,3,3,4,10,2.0,satisfied
2040,Male,Loyal Customer,76,Business travel,Eco,2104,3,3,4,4,2,3,2,4,3,2,2,3,5,3,1,18.0,satisfied
2041,Male,disloyal Customer,61,Business travel,Eco,1437,3,3,1,2,3,2,3,4,2,4,2,3,4,2,3,0.0,neutral or dissatisfied
2042,Male,Loyal Customer,63,Business travel,Eco,2890,2,5,3,2,4,2,1,4,2,2,4,3,5,1,4,5.0,satisfied
2043,Male,Loyal Customer,22,Business travel,Business,648,4,4,3,3,3,3,2,3,5,4,4,3,2,4,3,3.0,satisfied
2044,Male,Loyal Customer,30,Personal Travel,Business,2025,5,3,4,3,5,1,3,4,5,3,3,2,5,3,4,5.0,neutral or dissatisfied
2045,Female,Loyal Customer,75,Business travel,Eco,426,4,3,4,0,0,2,3,2,2,2,2,3,2,3,7,17.0,neutral or dissatisfied
2046,Female,Loyal Customer,47,Business travel,Business,487,3,4,5,3,1,5,4,5,5,2,3,3,1,3,23,21.0,satisfied
2047,Female,Loyal Customer,53,Personal Travel,Eco,4308,4,2,4,1,3,3,2,3,4,3,3,3,2,4,12,9.0,satisfied
2048,Male,Loyal Customer,75,Business travel,Eco,3833,3,4,1,3,2,4,3,2,2,4,5,4,4,2,19,25.0,neutral or dissatisfied
2049,Male,disloyal Customer,37,Personal Travel,Eco,693,4,3,1,3,4,4,1,1,3,3,3,2,3,2,8,8.0,neutral or dissatisfied
2050,Male,Loyal Customer,36,Business travel,Eco Plus,185,1,4,3,4,1,4,3,5,4,3,2,2,3,4,10,15.0,neutral or dissatisfied
2051,Female,disloyal Customer,24,Business travel,Business,2298,5,4,4,2,4,3,5,5,4,2,5,4,2,5,0,4.0,satisfied
2052,Male,Loyal Customer,50,Personal Travel,Business,3879,3,4,4,3,3,3,4,4,5,3,4,3,3,4,61,57.0,neutral or dissatisfied
2053,Female,disloyal Customer,33,Personal Travel,Eco,4437,2,2,3,3,5,3,4,1,2,3,4,3,3,3,21,19.0,neutral or dissatisfied
2054,Female,Loyal Customer,32,Business travel,Business,3993,2,2,4,2,2,3,5,4,4,5,4,3,3,3,119,122.0,neutral or dissatisfied
2055,Male,Loyal Customer,66,Business travel,Business,573,3,3,4,2,5,3,3,3,4,3,4,3,3,5,18,23.0,satisfied
2056,Male,Loyal Customer,24,Business travel,Business,3948,2,2,3,3,4,4,4,3,5,3,3,2,3,5,2,3.0,satisfied
2057,Female,Loyal Customer,62,Business travel,Business,4465,4,4,4,4,2,3,3,5,3,4,3,3,3,3,120,130.0,neutral or dissatisfied
2058,Male,Loyal Customer,37,Personal Travel,Business,3414,4,1,4,3,2,4,2,2,5,3,3,3,5,4,0,0.0,satisfied
2059,Female,disloyal Customer,65,Business travel,Business,4000,2,3,3,4,5,4,4,2,5,3,3,1,4,5,63,64.0,neutral or dissatisfied
2060,Male,disloyal Customer,8,Business travel,Eco,1948,2,2,4,4,3,3,3,1,3,2,1,3,4,2,25,23.0,neutral or dissatisfied
2061,Male,Loyal Customer,45,Personal Travel,Eco,1518,2,2,2,1,3,3,2,2,3,3,2,3,3,2,2,2.0,satisfied
2062,Female,Loyal Customer,67,Business travel,Eco,1432,2,1,5,2,5,4,3,1,3,3,3,5,2,3,12,7.0,neutral or dissatisfied
2063,Male,Loyal Customer,69,Business travel,Eco,124,3,3,4,2,4,5,2,4,4,1,1,2,2,1,61,51.0,neutral or dissatisfied
2064,Female,Loyal Customer,24,Personal Travel,Business,2460,2,3,5,4,2,2,2,2,5,3,2,3,3,3,14,12.0,satisfied
2065,Male,disloyal Customer,23,Personal Travel,Business,4640,4,5,2,3,3,2,4,4,4,2,2,4,2,3,1,14.0,satisfied
2066,Female,Loyal Customer,45,Business travel,Business,279,3,5,3,4,4,3,3,3,4,3,3,3,4,3,5,2.0,satisfied
2067,Female,Loyal Customer,77,Business travel,Eco,4504,4,2,3,3,3,3,4,4,2,4,4,4,4,1,2,3.0,satisfied
2068,Male,disloyal Customer,60,Business travel,Eco,2367,4,1,3,4,4,3,3,4,2,2,4,3,2,4,3,3.0,neutral or dissatisfied
2069,Female,Loyal Customer,41,Business travel,Business,4877,1,2,3,3,4,5,1,3,2,3,3,3,2,3,14,8.0,satisfied
2070,Male,disloyal Customer,17,Business travel,Business,2710,4,3,4,3,5,2,3,5,5,3,4,3,3,1,9,6.0,satisfied
2071,Male,Loyal Customer,67,Personal Travel,Eco Plus,2848,1,4,4,4,3,1,2,2,3,5,2,3,4,3,1,2.0,satisfied
2072,Male,Loyal Customer,50,Personal Travel,Eco,2487,2,2,3,2,5,4,4,2,4,3,2,4,1,3,21,15.0,neutral or dissatisfied
2073,Female,Loyal Customer,74,Personal Travel,Eco,3871,4,4,1,5,4,3,2,3,2,2,3,5,4,4,11,2.0,satisfied
2074,Female,Loyal Customer,31,Business travel,Business,3373,3,2,5,1,4,3,4,4,3,5,4,2,4,3,3,0.0,satisfied
2075,Male,Loyal Customer,54,Personal Travel,Business,2926,3,2,2,3,3,4,3,1,2,4,4,2,0,3,6,2.0,satisfied
2076,Male,Loyal Customer,38,Business travel,Eco,3391,1,3,2,3,3,1,2,4,2,0,4,4,2,3,85,76.0,neutral or dissatisfied
2077,Female,Loyal Customer,10,Business travel,Eco,2631,4,3,2,2,1,1,3,2,3,3,4,4,2,2,4,11.0,satisfied
2078,Male,Loyal Customer,44,Business travel,Eco,1517,3,3,2,3,3,1,4,4,3,4,5,3,4,3,3,16.0,satisfied
2079,Male,Loyal Customer,69,Business travel,Eco,206,2,2,3,3,4,2,1,2,3,3,4,3,2,4,122,117.0,neutral or dissatisfied
2080,Female,Loyal Customer,53,Personal Travel,Eco,1700,2,4,5,3,2,4,1,4,2,3,3,3,2,4,18,26.0,neutral or dissatisfied
2081,Male,Loyal Customer,7,Business travel,Eco,3399,4,4,2,2,1,1,3,4,3,3,4,3,2,5,3,8.0,satisfied
2082,Female,Loyal Customer,9,Business travel,Business,561,4,4,5,2,2,3,3,5,4,3,5,3,4,4,7,10.0,satisfied
2083,Male,Loyal Customer,68,Personal Travel,Business,4458,2,2,5,3,3,4,4,4,5,2,1,2,2,2,0,3.0,satisfied
2084,Female,Loyal Customer,70,Business travel,Eco,2201,2,3,2,4,3,5,4,3,4,2,3,2,2,4,38,45.0,neutral or dissatisfied
2085,Male,Loyal Customer,23,Personal Travel,Business,3215,5,2,3,5,2,2,2,1,4,1,2,3,3,3,21,7.0,neutral or dissatisfied
2086,Male,Loyal Customer,68,Business travel,Eco,2900,4,2,3,1,1,2,2,3,3,5,3,3,3,4,132,131.0,neutral or dissatisfied
2087,Female,Loyal Customer,41,Business travel,Eco,2451,3,3,2,3,2,4,1,4,2,3,2,2,2,2,64,56.0,neutral or dissatisfied
2088,Male,Loyal Customer,19,Personal Travel,Eco Plus,318,3,1,1,3,5,2,2,4,3,2,4,5,3,4,2,2.0,satisfied
2089,Female,disloyal Customer,41,Business travel,Business,1500,1,4,5,3,5,5,2,3,3,3,4,2,3,5,6,6.0,satisfied
2090,Male,Loyal Customer,49,Business travel,Business,420,5,2,3,2,4,4,3,5,5,5,4,2,2,4,3,0.0,satisfied
2091,Female,Loyal Customer,8,Business travel,Eco,3430,2,3,2,2,3,1,1,4,2,4,4,3,3,5,33,48.0,neutral or dissatisfied
2092,Female,Loyal Customer,62,Business travel,Eco,3073,2,1,3,3,4,4,2,2,2,2,3,2,3,4,15,22.0,neutral or dissatisfied
2093,Female,Loyal Customer,57,Business travel,Eco,1566,4,5,3,5,1,3,2,2,1,2,2,4,2,3,14,2.0,neutral or dissatisfied
2094,Female,disloyal Customer,60,Business travel,Business,4637,2,4,4,4,3,3,3,2,4,4,4,3,2,2,73,81.0,satisfied
2095,Male,Loyal Customer,22,Business travel,Business,4155,1,3,2,3,1,3,3,3,3,3,5,5,2,2,17,17.0,satisfied
2096,Male,Loyal Customer,24,Personal Travel,Eco,812,3,2,3,0,3,5,3,5,1,3,0,5,3,1,0,0.0,neutral or dissatisfied
2097,Female,Loyal Customer,13,Business travel,Eco,3558,1,2,3,2,3,0,1,3,2,2,5,3,2,4,3,15.0,satisfied
2098,Female,Loyal Customer,51,Business travel,Eco,241,3,3,1,2,2,1,3,5,2,3,1,2,2,2,130,130.0,neutral or dissatisfied
2099,Female,Loyal Customer,42,Business travel,Business,2575,4,3,3,3,5,3,3,5,3,5,2,4,2,3,2,16.0,satisfied
2100,Male,Loyal Customer,47,Personal Travel,Business,211,3,3,3,3,5,4,4,5,4,3,4,5,3,4,10,5.0,satisfied
2101,Male,Loyal Customer,48,Personal Travel,Business,1937,3,4,4,2,3,3,3,5,2,2,2,2,3,4,38,34.0,neutral or dissatisfied
2102,Male,Loyal Customer,13,Personal Travel,Eco Plus,1322,5,5,3,3,2,2,4,3,4,5,3,1,3,3,4,3.0,satisfied
2103,Male,Loyal Customer,21,Personal Travel,Eco,3568,5,2,4,1,3,4,2,3,2,2,2,2,2,3,16,28.0,neutral or dissatisfied
2104,Female,Loyal Customer,66,Business travel,Business,751,2,3,1,2,3,1,2,2,3,4,4,2,2,5,126,124.0,neutral or dissatisfied
2105,Female,Loyal Customer,46,Business travel,Business,584,3,5,3,3,3,4,3,4,2,5,3,4,4,4,15,18.0,satisfied
2106,Female,Loyal Customer,43,Business travel,Eco,2236,2,3,3,5,2,3,1,3,3,3,3,2,4,3,0,17.0,satisfied
2107,Male,disloyal Customer,72,Business travel,Business,1341,3,3,5,4,4,4,2,5,4,3,4,4,1,4,5,5.0,satisfied
2108,Male,Loyal Customer,61,Business travel,Eco,372,3,4,2,3,3,3,4,2,2,3,3,2,3,1,15,21.0,neutral or dissatisfied
2109,Male,disloyal Customer,62,Business travel,Eco,3730,5,4,2,3,2,4,4,2,3,5,4,2,3,3,22,13.0,satisfied
2110,Female,Loyal Customer,50,Personal Travel,Business,4362,3,4,5,3,1,3,3,2,3,4,2,4,2,3,66,53.0,satisfied
2111,Female,Loyal Customer,63,Personal Travel,Business,1139,2,3,5,4,3,3,5,5,4,3,2,2,4,4,9,2.0,satisfied
2112,Male,Loyal Customer,12,Business travel,Eco,2383,2,2,5,5,1,3,3,3,3,4,3,4,1,1,40,49.0,satisfied
2113,Female,Loyal Customer,38,Personal Travel,Business,2875,4,4,5,3,2,2,4,3,3,3,3,3,3,4,7,0.0,satisfied
2114,Male,Loyal Customer,24,Business travel,Business,1281,3,2,4,3,3,5,5,4,5,4,3,2,4,1,3,15.0,satisfied
2115,Male,Loyal Customer,74,Business travel,Eco Plus,3393,3,3,3,4,4,5,3,2,5,4,2,5,4,5,0,0.0,satisfied
2116,Female,Loyal Customer,79,Business travel,Eco,2168,3,3,5,3,2,1,2,1,2,2,2,5,2,1,30,33.0,neutral or dissatisfied
2117,Male,disloyal Customer,13,Business travel,Eco,3508,4,3,2,2,3,3,4,5,4,2,3,1,2,3,0,1.0,satisfied
2118,Female,Loyal Customer,14,Business travel,Business,2240,3,3,2,2,2,5,4,4,2,3,3,3,4,5,3,0.0,satisfied
2119,Male,Loyal Customer,70,Personal Travel,Business,798,2,4,4,4,4,3,3,4,4,2,3,3,2,4,23,20.0,neutral or dissatisfied
2120,Female,Loyal Customer,13,Business travel,Business,1926,3,4,3,2,3,3,3,3,5,3,5,2,3,5,33,31.0,satisfied
2121,Female,Loyal Customer,47,Business travel,Business,957,5,4,2,5,4,5,4,3,4,3,2,5,3,4,13,8.0,neutral or dissatisfied
2122,Female,Loyal Customer,46,Business travel,Eco,3347,4,2,4,3,4,4,3,2,3,3,5,2,3,5,3,0.0,satisfied
2123,Male,Loyal Customer,9,Business travel,Business,4577,2,1,3,2,3,2,2,2,1,4,3,3,2,4,3,10.0,satisfied
2124,Male,disloyal Customer,23,Personal Travel,Eco,143,5,3,3,4,3,3,3,4,2,2,4,3,2,4,8,0.0,neutral or dissatisfied
2125,Female,Loyal Customer,72,Business travel,Business,2779,3,3,4,3,4,3,3,4,3,4,3,1,4,3,32,23.0,satisfied
2126,Female,Loyal Customer,58,Personal Travel,Business,3013,3,3,1,3,4,1,4,3,3,3,4,4,3,4,35,31.0,satisfied
2127,Male,Loyal Customer,28,Personal Travel,Eco Plus,452,3,3,4,4,0,1,4,4,3,1,5,5,5,3,6,7.0,neutral or dissatisfied
2128,Male,disloyal Customer,10,Business travel,Business,4107,3,3,5,2,2,2,3,2,4,4,3,2,4,4,64,70.0,satisfied
2129,Male,Loyal Customer,12,Business travel,Business,385,4,3,5,3,4,3,3,4,1,3,2,4,5,1,5,0.0,satisfied
2130,Female,Loyal Customer,44,Personal Travel,Business,2594,3,3,0,2,5,5,4,2,2,0,1,3,3,4,3,0.0,neutral or dissatisfied
2131,Male,Loyal Customer,32,Personal Travel,Business,1011,4,1,4,3,2,0,4,4,5,5,3,4,2,4,2,0.0,satisfied
2132,Male,Loyal Customer,17,Business travel,Eco,2070,4,4,1,1,2,3,2,2,3,1,4,5,1,3,13,14.0,neutral or dissatisfied
2133,Female,Loyal Customer,23,Personal Travel,Business,3736,3,4,5,2,4,2,3,5,3,2,4,3,3,4,3,0.0,satisfied
2134,Male,Loyal Customer,37,Personal Travel,Eco,1495,3,5,4,4,2,4,5,4,3,3,4,1,2,3,21,18.0,neutral or dissatisfied
2135,Male,Loyal Customer,41,Business travel,Eco,441,3,2,3,4,3,4,4,4,4,3,3,5,3,3,3,0.0,satisfied
2136,Male,Loyal Customer,22,Business travel,Eco,2848,3,2,0,2,4,4,3,3,1,3,4,3,2,4,9,0.0,neutral or dissatisfied
2137,Female,Loyal Customer,24,Personal Travel,Business,795,4,3,3,2,4,3,5,3,2,3,4,2,1,3,14,11.0,satisfied
2138,Female,Loyal Customer,68,Business travel,Eco,1725,2,3,2,3,3,3,3,3,2,1,2,3,2,4,12,12.0,satisfied
2139,Female,Loyal Customer,33,Business travel,Business,622,4,5,3,2,2,5,5,3,5,4,3,3,3,4,1,5.0,satisfied
2140,Female,Loyal Customer,41,Business travel,Eco,1627,2,3,3,4,3,3,4,4,5,2,5,2,1,3,3,5.0,neutral or dissatisfied
2141,Female,Loyal Customer,51,Business travel,Eco,2321,3,3,4,1,4,3,5,3,3,3,1,2,2,5,0,0.0,satisfied
2142,Female,Loyal Customer,41,Business travel,Business,731,3,2,3,2,4,3,5,3,4,4,4,4,2,2,10,8.0,neutral or dissatisfied
2143,Female,Loyal Customer,34,Personal Travel,Eco,1130,2,5,5,5,0,3,2,3,2,3,2,3,4,2,11,10.0,neutral or dissatisfied
2144,Male,disloyal Customer,15,Business travel,Eco,4822,5,4,3,3,4,1,4,5,3,2,3,4,3,3,7,14.0,satisfied
2145,Male,disloyal Customer,21,Business travel,Eco,1932,5,5,2,4,3,2,2,3,3,2,5,4,3,1,12,19.0,neutral or dissatisfied
2146,Female,Loyal Customer,27,Business travel,Business,3081,2,5,3,3,3,3,4,5,2,5,4,2,2,2,22,34.0,satisfied
2147,Male,Loyal Customer,58,Business travel,Eco,3164,4,2,4,1,3,4,5,4,3,3,3,3,3,4,3,3.0,satisfied
2148,Male,Loyal Customer,41,Business travel,Eco,2176,3,4,5,5,2,3,2,4,4,1,3,4,2,4,9,18.0,neutral or dissatisfied
2149,Female,Loyal Customer,57,Business travel,Business,882,2,3,0,3,3,1,4,3,4,4,5,3,5,3,1,0.0,satisfied
2150,Male,Loyal Customer,61,Business travel,Eco,2734,3,2,2,4,3,2,3,2,2,2,4,4,5,2,3,,satisfied
2151,Male,Loyal Customer,50,Business travel,Business,1760,4,1,3,3,3,5,4,3,3,5,4,4,5,4,64,60.0,satisfied
2152,Male,Loyal Customer,71,Business travel,Business,1687,3,5,5,3,4,4,2,2,3,1,4,2,4,3,14,17.0,neutral or dissatisfied
2153,Male,Loyal Customer,31,Business travel,Eco,3602,3,4,4,3,3,2,2,1,3,3,4,4,3,1,1,0.0,satisfied
2154,Male,Loyal Customer,53,Personal Travel,Eco,2137,4,3,4,3,4,2,3,2,3,5,3,4,3,4,74,82.0,neutral or dissatisfied
2155,Female,Loyal Customer,62,Business travel,Eco,2801,4,4,4,2,4,3,2,1,4,4,2,3,2,3,1,2.0,neutral or dissatisfied
2156,Female,Loyal Customer,44,Business travel,Eco Plus,2643,2,1,5,2,2,2,2,4,3,4,4,4,4,4,13,16.0,neutral or dissatisfied
2157,Female,Loyal Customer,17,Personal Travel,Business,3692,3,3,4,3,4,3,4,2,5,2,3,3,2,3,18,19.0,satisfied
2158,Male,disloyal Customer,73,Business travel,Business,282,1,2,4,4,3,2,3,2,5,2,1,3,4,3,27,36.0,neutral or dissatisfied
2159,Female,disloyal Customer,21,Business travel,Eco,1021,4,5,3,4,2,2,3,2,2,2,5,3,2,1,21,24.0,neutral or dissatisfied
2160,Male,Loyal Customer,7,Business travel,Business,668,5,5,4,2,4,3,5,4,4,4,2,2,4,5,12,3.0,satisfied
2161,Male,Loyal Customer,13,Business travel,Eco,650,3,4,2,4,3,3,4,2,3,3,3,2,4,3,18,11.0,neutral or dissatisfied
2162,Male,Loyal Customer,7,Personal Travel,Eco,3084,2,4,2,2,5,3,3,4,4,1,2,2,3,3,15,15.0,neutral or dissatisfied
2163,Male,Loyal Customer,55,Personal Travel,Business,275,5,2,3,2,1,3,4,4,4,4,2,5,2,4,7,0.0,satisfied
2164,Female,Loyal Customer,79,Business travel,Business,1425,5,4,3,2,3,5,4,4,4,3,2,3,2,1,18,10.0,satisfied
2165,Female,Loyal Customer,35,Business travel,Eco,497,2,1,4,5,5,2,1,2,3,3,3,4,3,3,0,0.0,satisfied
2166,Male,Loyal Customer,32,Business travel,Eco,1722,3,1,5,4,2,5,3,3,3,2,3,1,2,1,19,19.0,neutral or dissatisfied
2167,Female,Loyal Customer,51,Personal Travel,Eco,1445,4,3,2,2,3,3,4,0,5,3,3,2,2,2,30,39.0,neutral or dissatisfied
2168,Male,Loyal Customer,77,Personal Travel,Eco,88,4,4,5,2,3,2,3,3,2,3,4,2,3,2,29,38.0,neutral or dissatisfied
2169,Female,Loyal Customer,18,Business travel,Eco,611,3,4,3,2,3,3,4,4,2,2,3,4,2,3,78,83.0,neutral or dissatisfied
2170,Female,Loyal Customer,38,Business travel,Business,4324,5,2,3,2,3,4,4,3,3,2,0,3,3,3,3,1.0,satisfied
2171,Male,Loyal Customer,26,Business travel,Business,1632,1,1,4,2,3,2,4,4,4,2,4,3,3,2,61,61.0,satisfied
2172,Female,disloyal Customer,57,Business travel,Business,1115,1,3,3,2,4,2,2,1,4,3,4,1,3,5,8,8.0,neutral or dissatisfied
2173,Male,Loyal Customer,42,Business travel,Business,4651,3,2,3,4,3,4,4,4,3,4,2,4,5,2,5,0.0,satisfied
2174,Female,Loyal Customer,73,Business travel,Business,1697,5,4,3,4,4,5,5,3,3,4,4,3,3,4,7,10.0,satisfied
2175,Male,disloyal Customer,7,Business travel,Business,3796,4,2,2,2,4,4,3,3,4,4,3,5,3,4,65,70.0,satisfied
2176,Male,disloyal Customer,33,Personal Travel,Business,1156,2,5,2,3,4,2,3,3,4,3,3,1,4,4,23,19.0,neutral or dissatisfied
2177,Female,Loyal Customer,46,Personal Travel,Business,4381,5,3,3,4,4,3,4,4,2,4,3,3,4,3,9,,satisfied
2178,Female,Loyal Customer,20,Business travel,Eco,4095,4,3,2,3,3,2,4,2,4,5,2,2,2,4,78,68.0,neutral or dissatisfied
2179,Male,Loyal Customer,75,Business travel,Eco,3042,2,2,2,3,2,4,4,3,2,4,2,2,4,3,4,9.0,neutral or dissatisfied
2180,Female,Loyal Customer,12,Personal Travel,Business,992,3,2,4,2,5,4,3,2,5,4,4,2,2,4,6,0.0,neutral or dissatisfied
2181,Female,Loyal Customer,39,Business travel,Eco Plus,4229,4,3,1,5,3,4,4,3,3,2,3,5,2,3,4,6.0,satisfied
2182,Male,Loyal Customer,61,Business travel,Business,4150,5,2,4,5,4,4,5,4,5,3,3,3,5,4,42,39.0,satisfied
2183,Male,Loyal Customer,25,Business travel,Eco,3641,3,1,3,4,3,3,2,3,3,1,4,3,4,3,7,16.0,neutral or dissatisfied
2184,Female,Loyal Customer,35,Business travel,Business,423,4,5,4,2,3,4,2,4,5,4,0,3,3,4,6,6.0,satisfied
2185,Male,Loyal Customer,67,Business travel,Eco,1272,3,2,2,2,3,3,4,3,5,2,4,3,3,1,21,6.0,neutral or dissatisfied
2186,Male,Loyal Customer,76,Business travel,Business,2012,3,3,3,5,5,5,4,4,4,2,3,3,2,4,16,16.0,satisfied
2187,Male,Loyal Customer,30,Personal Travel,Eco,782,4,3,3,3,3,1,2,4,2,3,3,3,3,2,30,30.0,neutral or dissatisfied
2188,Female,Loyal Customer,29,Business travel,Business,1978,5,1,3,3,3,2,3,1,2,5,3,3,2,4,16,15.0,satisfied
2189,Female,Loyal Customer,16,Business travel,Eco,3673,2,3,1,4,2,3,3,2,3,2,3,3,4,4,5,0.0,satisfied
2190,Male,Loyal Customer,60,Business travel,Business,278,3,1,3,3,3,3,5,5,4,3,2,4,3,3,4,6.0,satisfied
2191,Female,Loyal Customer,47,Personal Travel,Business,3312,3,3,3,3,4,4,4,4,4,3,4,2,2,2,133,131.0,neutral or dissatisfied
2192,Male,disloyal Customer,55,Business travel,Eco,2902,2,3,4,5,3,1,3,2,3,4,5,3,3,3,1,6.0,neutral or dissatisfied
2193,Female,Loyal Customer,23,Business travel,Business,4564,2,3,5,4,5,4,3,4,4,2,4,2,2,3,1,0.0,satisfied
2194,Male,Loyal Customer,62,Business travel,Eco,553,3,2,3,5,3,3,0,2,3,0,4,1,3,4,18,19.0,neutral or dissatisfied
2195,Male,Loyal Customer,51,Business travel,Business,1734,2,4,4,5,3,4,4,4,4,4,1,5,3,2,12,10.0,satisfied
2196,Female,Loyal Customer,36,Business travel,Business,671,2,3,4,1,3,4,4,2,4,0,4,4,4,4,2,0.0,satisfied
2197,Male,Loyal Customer,50,Personal Travel,Eco,1928,3,1,3,4,3,3,3,3,4,2,3,4,2,3,13,16.0,neutral or dissatisfied
2198,Female,Loyal Customer,61,Business travel,Business,3121,2,2,4,4,2,2,5,3,4,5,2,4,2,3,4,6.0,satisfied
2199,Female,Loyal Customer,25,Business travel,Business,247,4,1,2,2,4,4,3,4,5,3,3,2,3,4,4,2.0,satisfied
2200,Male,Loyal Customer,35,Personal Travel,Eco,4459,2,2,2,5,3,3,4,5,5,3,5,1,1,3,3,0.0,neutral or dissatisfied
